SourceCode	Source	Field3	Field4
PLOMER4	Plomer, Henry R. et al, <EM>A Dictionary of the Printers and Booksellers who were at work in England, Scotland and Ireland from 1726 to 1775</EM> (London, 1932)	p	NULL
PM	Paul Morgan, Unspecified	NULL	NULL
PM.B1	Paul Morgan, using BBS1	p	Paul Morgan
PM.B2	Paul Morgan, using BBS2	p	Paul Morgan
PM.B3	Paul Morgan, using BBS3	p	Paul Morgan
PM.B4	Paul Morgan, using BBS4	p	Paul Morgan
PM.B5	Paul Morgan, using BBS5	p	Paul Morgan
PM.B6	Paul Morgan, using BBS6	p	Paul Morgan
PM.B7	Paul Morgan, using BBS7	p	Paul Morgan
PM.CB	Chamberlaine-Brothers, R.J., 'A Biographical Dictionary of Warwickshire Printers, Booksellers, etc. of the 18th Century', duplicated typescript with MS additions and corrections, 1987. Master copy in Warwickshire County Record Office, Warwick	m	Paul Morgan
PM.CB*	Additional notes to PM.CB	m	Paul Morgan
PM.D1	Additional notes by Paul Morgan, using PLOMER1	p	Paul Morgan
PM.D2	Additional notes by Paul Morgan, using PLOMER2	p	Paul Morgan
PM.D3	Additional notes by Paul Morgan, using PLOMER3	p	Paul Morgan
PM.D4	Additional notes by Paul Morgan, using PLOMER4	p	Paul Morgan
PM.DNB	Paul Morgan, using DNB	p	Paul Morgan
PM.JH	Hill, Joseph, <EM>The Book Makers of Old Birmingham</EM> (1907)	p	Paul Morgan
PM.JP	Paul Morgan, using PENDRED	p	Paul Morgan
PM.W	Whates, H.R.G., <EM>The Birmingham Post 1857-1950</EM> (Birmingham Post Centenary Volume, 1957)	p	Paul Morgan
PM1	Morgan, Paul, 'Early booksellers, printers and publishers in Stratford-upon-Avon', <EM>Trans. Birmingham Archaeological Society</EM>, 67 (1947/8), pp.55-70	p	NULL
PM1*	Paul Morgan's corrctions and addenda to PM1	u	Paul Morgan
PM2	Morgan, Paul, <EM>Warwickshire 'Printers' Notices, 1799-1866 </EM>(Oxford, Publications of the Dugdale Society 28, 1970)	p	NULL
PM2*	Paul Morgan's corrections and addenda to PM2, including five Warwickshire \n            directories:<BR> &nbsp; Pigot 1828 [RADMORE 67]<BR> &nbsp; Pigot 1835 \n            [RADMORE 83]<BR> &nbsp; Pigot 1841 [RADMORE 106]<BR> &nbsp; Slater \n            1847 [RADMORE 118]<BR> &nbsp; F. White 1850 [not in RADMORE]	d	Paul Morgan
PM3	Morgan, Paul, 'A bookseller's subscription in 1669', <EM>The Library</EM>, 5th series, 7 (1952), pp.281-2	p	NULL
PM4	Notes by Paul Morgan	u	Paul Morgan
POBHAM	<EM>Post Office Directory of Birmingham with Warwickshire, Worcestershire and Staffordshire...</EM> (London: Kelly, 1850)  	NULL	NULL
POLLARD	Pollard, Graham, 'The English Market for Printed Books', in <EM>Publishing History 4</EM> (1978) pp7-48	NULL	NULL
POOLEYJ	Pooley, Julian, 'Beyond the Literary Anecdotes: The Nichols Family Archive as a Source for Book Trade Biography', in <EM>Lives in Print: Biography and the Book Trade from the Middle Ages to the 21st Century</EM>, eds. Myers, Robin; Harris, Michael & Mandelbrote, Giles (London, 2002), pp119-150	NULL	NULL
POTTERE	Potter, Esther 'To Paul's Churchyard to Treat with a Bookbinder' pp25-41 in <EM>Property of a Gentleman: The Formation, Organisation and Dispersal of the Private Library 1620-1920</EM>, eds. Myers, Robin & Harris, Michael (Winchester, 1991).	NULL	NULL
POTTERE2	Potter, Esther, 'The Changing Role of the Trade Bookbinder 1800-1900', in <EM>The Book Trade and its Customers 1450-1900: Historical Essays for Robin Myers</EM>, eds. Hunt, Arnold, Giles Mandelbrote & Alison Shel (Winchester, 1997), pp161-174l	NULL	NULL
POTTS	POTTS	NULL	NULL
POWELL/WYKE	Powell, Michael & Wyke, Terry, ''Aristotle to a Wery Tall Man': Selling Second Hand Books in Manchester in the 1830s', in <EM>The Moving Market: Continuality and Change in the Book</EM>, eds. Isaac, Peter & McKay, Barry (Oak Knoll, 2001), pp93-106.	NULL	NULL
POWELL/WYKE2	Powell, Michael & Wyke, Terry, 'Penny Capitalism in the Manchester Book Trade: The Case of James Weatherley', in <EM>The Reach of Print: Making, Selling and Using Books</EM>, eds. Isaac, Peter & McKay, Barry (Winchester, 1998), pp135-156	NULL	NULL
POWELL/WYKE3	Powell, Michael & Wyke, Terry, 'At the Fall of the Hammer: Auctioning Books in Manchester 1700-1850', in <EM>The Human Face of the Book Trade: Print Culture and its Creators</EM>, eds. Isaac, Peter & McKay, Barry (Winchester, 1999), pp171-189	NULL	NULL
POWELLM	Powell, Michael, 'Taking Stock: The Diary of Edmund Harrold of Manchester', in <EM>Light on the Book Trade</EM>, eds. McKay, Barry; Hinks, John & Bell, Maureen (New Castle & London, 2004), pp37-49	NULL	NULL
PRO	Public Record Office	NULL	NULL
PRO/LC	PRO Lord Chamberlain's papers	m	Tanya Schmoller
PRO/PROB	PRO/PROB	NULL	NULL
ProbInv	Probate Inventory, LEI-CRO	m	John Hinks
Pugh	<EM>Pugh's Hereford Journal </EM>(with date)	n	NULL
RADMORE	<a name="r">Radmore, D.F, & S., <EM>Guide to the Directories f the West Midlands to 1850 </EM>(London: Library Association, 1971)	p	NULL
RADMORE103	<EM>Bentley's History, Guide, and Alphabetical & Classified Directory, of Kidderminster. </EM> (1841)	1	NULL
RADMORE105	Bentley's <EM>History, Guide, and Alphabetical & Classified Directory, of Stourbridge. </EM> (1841)	1	NULL
RADMORE106	Pigot and Company's <EM>royal national and commercial directory â€¦. Of Warwickshire, Leicestershire, Rutlandshire, Staffordshire and Worcestershire.</EM> (1841)<br>Pigot and Company's <EM>royal national and commercial directory â€¦ of Derbyshire ... Herefordshire, Salop.</EM> (1842)\n	1	NULL
RADMORE107	<EM>Beck's Leamington guide.</EM> (1842)\n	1	NULL
RADMORE108	<EM>The directory of Birmingham.</EM>  Wrightson & Webb, (1843)\n	1	NULL
RADMORE109	Slater. <EM>A directory of Shropshire.</EM> (1844)\n	1	NULL
RADMORE110	Directory of Burton-upon-Trent, Uttoxeter, Tamworth, Lichfield and Asby-de-la-Zouch. (1844)\n	1	NULL
RADMORE111	<Em>Post Office directory of Birmingham, Warwickshire and part of Staffordshire.</EM> (1845)<BR><EM>Post Office directory of London and Birmingham</EM> (1845)\n	1	NULL
RADMORE112	Beck's <EM> Leamington guide.</EM> (1845)\n	1	NULL
RADMORE113	I. Slater's <EM>National commercial directory of Ireland.</EM> (BM 1846)\n	1	NULL
RADMORE114	<EM>The directory of Birmingham</EM>.  Wrightson & Webb. (1846)\n	1	NULL
RADMORE115	<EM>History, gazetteer and directory of Derbyshire</EM>. Bagshaw (1846)\n	1	NULL
RADMORE116	Williams's <EM>Guide and directory of Royal Leamington Spa</EM>.  (1846)\n	1	NULL
RADMORE117	Williams's <EM>Commercial directory for Stafford and the potteries.</EM> (1846)\n	1	NULL
RADMORE118	Slater's <EM>national commercial directory of Ireland.</EM> (1847)\n	1	NULL
RADMORE119	<EM>The directory of Birmingham</EM>.  Wrightson & Webb. (1847)\n	1	NULL
RADMORE121	<EM>Wolverhampton post office directory</EM>. Brigden (1847)\n	1	NULL
RADMORE122	<EM>History and general directory of the Borough of Birmingham</EM>. White. (1849)\n	1	NULL
RADMORE123	<EM>A directory of Royal Leamington Spa</EM>. Dewhirst. (1849)	1	NULL
RADMORE124	<EM>Wolverhampton directory</EM>. (1849)	1	NULL
RADMORE125	<EM>Slater's royal national and commercial directory</EM>, (1850)	NULL	NULL
RADMORE83	Pigot and Company's <EM>nation commercial directory.</EM> (1835)	1	NULL
RADMORE93	Robinson's <EM>Birmingham and Sheffield directory</EM>. (1839)<BR>Robson's <EM>royal court guide and peerage with the London & Birmingham directory.</EM> Volume II. (1840)	1	NULL
RADMORE96	Robson's <EM>commercial directory of London and the counties of Cheshire etc.</EM> Volume II (1840)	1	NULL
RAMSDEN	Ramsden, Charles, <EM>London Bookbinders, 1780-1840 </EM>(London, 1956)	p	NULL
RAMSPROV	Ramsden, Charles,  <EM>Bookbinders of the United Kingdom (outside London), 1780-1840 </EM>(London, 1954)	p	NULL
RAMWELL	Ramwell, Julie, 'Joseph and James Harrop of Manchester', in <EM>Printing and the Book in Manchester 1700-1850</EM>, eds. Cass, Eddie & Garratt, Morris (Otley, 2001), pp71-98	NULL	NULL
RAVENJ	Raven, James, 'Serial Advertisement in 18th century Britain and Ireland', in <EM>Serials and Their Readers 1620-1914</EM>, eds. Myers, Robin & Harris, Michael (Winchester, 1993), pp103-122	NULL	NULL
RAVENJ2	Raven, James, 'Location, Size and Succession: The Book shops of Paternoster Row before 1800', in <EM>The London Book Trade</EM>, eds. Myers, Robin; Harris, Michael & Mandelbrote, Giles (London, 2003), pp89-126.	NULL	NULL
RAVENJ3	Raven, James, 'The Publication of Fiction in Britain and Ireland 1750-70', in <EM>Publishing History 24</EM> (1988), pp31-47	NULL	NULL
RCSUR	Information from Rosanna Cavallo for Surrey, based on:<BR> &nbsp; \n            UBD<BR> &nbsp; PIGOT 1823/4, 1826, 1832 & 1839<BR> &nbsp;<EM> Daw's \n            Court Guide and Directory of Croydon</EM> (1849)<BR> &nbsp; <EM>Croydon \n            & Reigate Directory</EM> (1850)<BR> &nbsp; Kelly's<EM> Post Office \n            Directory of the Six Home Counties of Essex, Herts, Kent, Middlesex, \n            Surrey & Sussex</EM> (1845)<BR> &nbsp; <EM>New Commercial & General \n            Directory of the Town of Croydon</EM> (John Gray, 1851)<BR> &nbsp; \n            Stationers' Company Memo Book 1794-1807<BR> &nbsp; Notices of printers' \n            registrations under the Seditious Societies Act 1799 in Surrey County \n            <BR> &nbsp; Record Office, Kingston (ref QE36)	dmr	Rosanna Cavallo
REES2	Rees, Eiluned, 'The Welsh Printing House from 1718-1818', in <EM>Six Centuries of the Provincial Book Trade Britain</EM>, eds. Isaac, Peter (Winchester, 1990). pp101-124.	NULL	NULL
REES3	Rees, Eiluned, 'The Welsh Book Trade from 1718 to 1820', in <EM>A Nation and its Books: A History of the Book in Wales</EM>, Chapter 10. eds.  Jones, Philip Henry & Eiluned Rees (1998), pp123-133	NULL	NULL
REESE	Rees, Eiluned 'Wales and the London Book Trade before 1820' in <EM>Spreading the Word: The Distribution Network of Print 1550-1850</EM>, eds. Myers, Robin & Harris, Michael (Winchester, 1990). pp1-20	NULL	NULL
REIP	Royal Exchange Insurance Policies (Guildhall Library)	m	NULL
RELEASE	RELEASE	NULL	NULL
RGESS	Information from Richard Goulden for Essex, based on <EM>Post Office Directories</EM> for 1845 & 1851	d	Richard Goulden
RGHFT	Information from Richard Goulden for Hertfordshire based on <EM>Post Office Directories</EM> for 1845 & 1851	d	Richard Goulden
RGMID	Information from Richard Goulden for Middlesex, based on <EM>Post Office Directories</EM> for 1845 & 1851	d	Richard Goulden
RGSUR	RGSUR	NULL	NULL
RGSUS	Information from Richard Goulden for Sussex, based on <EM>Post Office \n            Directories</EM> for 1845, 1851 and later, and other sources including:<BR> \n            &nbsp; Bishop, George, <EM>A Peep into the Past: Brighton n the Olden \n            Times</EM> (Brighton, 1892)	dp	Richard Goulden
RIDD	Ridd, Thomas, <EM>Directory and Guide to Cardiff, Caerphilly and Llandaff</EM> (1813)	NULL	NULL
ROBERTSBR	Roberts, Brynsley. R., 'The Revd David Davies: A Victorian Bookbinder', in <EM>Studies in the Provincial Book Trade of England, Scotland and Wales before 1900. Papers Presented to the British Book Trade Index Seventh Annual Seminar</EM>. ed Stoker, David (University College of Wales, 1990) pp13-32.	NULL	NULL
ROBERTSRJ	Roberts, R.J. 'The Latin Stock (1616-1627) and its Library Contacts', in </EM><EM>Libraries and the Book Trade: The Formation of Collections from the 16th and the 20th</EM>, eds. Myers, Robin & Harris, Michael (New Castle, 2000), pp1-14	NULL	NULL
ROBSON	Robson, William, Commercial Directory, vol.II containing the <EM>Country Directory </EM>(London, 1839)	d	NULL
ROBSONBEDS	Robson, William, <EM>Commercial Directory of Bedfordshire, Buckinghamshire etc</EM> (1839)	NULL	NULL
ROBSONBHAM	Robson, William, <EM>Commercial Directory of Birmingham & Sheffield</EM> (London, 1839)	NULL	NULL
ROGERS	Rogers, Henry A. & Thomas, <EM>Sheffield and Rotherham Directory </EM>(Sheffield, 1841)	d	NULL
ROSE	Richard Rose, 2000. <EM>Pembroke People</EM>, London: Otterquill	NULL	NULL
ROTHERHAM	Rotherham, Albert and Steele, Maurice, <EM>A History of Printing in North Staffordshire </EM>(North Staffordshire Polytechnic, 1975)	p	NULL
RSLC	RSLC	NULL	NULL
RUDERMAN	RUDERMAN	NULL	NULL
RUMBOLD	Rumbold, Valerie and Iain Fenlon (eds.), <EM>A Short-title Catalogue of Music Printed before 1825 in the Fitzwilliam Museum, Cambridge<EM> (Cambridge: CUP, 1992)	NULL	NULL
SANDERSONJ	Sanderson, Jonathan, 'Medical Secrets and the Book Trade: Ownership of the Copy to the College of Physicians' <EM>Pharmacopoeia</EM> (1618-50)', in <EM>The Human Face of the Book Trade: Print Culture and its Creators</EM>, eds. Isaac, Peter & McKay, Barry (Winchester, 1999), pp65-80	NULL	NULL
SCHMOLLER	<a name="s">Schmoller, Tanya, <EM>Sheffield Papermakers: three centuries of papermaking in the Sheffield area</EM> (Wylam, 1992)	p	NULL
SCHMOLLERMONT	Schmoller, Tanya, <EM>Letters from a Newspaperman in Prison: James Montgomery to John Pye Smith, 1796</EM> (History of the Book Trade in the North, Newcastle Upon Tyne, 2002)	NULL	NULL
SCHOLES	<EM>Scholes's Manchester & Salford Directory</EM> (Manchester, 1797)	NULL	NULL
SCRAGGEVERETT	Scragg, Brenda. J. 'James Everett and the Sale of Adam Clarke's Library, 1833: A Newly Discovered Manuscript', in <EM> Light on the Book Trade</EM>, eds. McKay, Barry; Hinks, John & Bell, Maureen (New Castle & London, 2004), pp165-174.	NULL	NULL
SCRAGGFORD	Scragg, Brenda. J. 'William Ford: Manchester Bookseller' in <EM>The Human Face of the Book Trade: Print Culture and its Creator</EM>, eds. Isaac, Peter & McKay, Barry (Winchester, 1999) pp155-170.	NULL	NULL
SESSIONS	Sessions, Unspecified	NULL	NULL
SESSIONS/DA	DAVIES	p	William Sessions
SESSIONS/DU	DUFF	p	William Sessions
SESSIONS1	Sessions, William K. and Margaret, <EM>Printing in York from the 1490s to the Present Day </EM>(York, 1976)	p	NULL
SESSIONS2	Sessions, William K., <EM>A Printer's Dozen: the first British Printing Centres to 1557 after Westminster and London </EM>(York, 1983)	p	NULL
SESSIONS3	Sessions, William K., <EM>A World of Mischief: The King's Printer â€“ in York in 1642 and in Shrewsbury 1642-1643 </EM>(York, 1981)	p	NULL
SETT	SETT	NULL	NULL
SFIP	Sun Fire Insurance Policies (Guildhall Library, London)	m	NULL
SHAW/GRAY	Shaw, David & Gray, Sarah, 'James Abree (1691?-1768): Canterbury's First 'Modern' Printer', in <EM>The Reach of Print: Making, Selling and Using Books</EM>, eds. Isaac, Peter & McKay, Barry (Winchester, 1998). pp21-36.	NULL	NULL
SHAWDJ	Shaw, David. J. 'Canterbury's External Links: Book Trade Relations at the Regional and National Level in the Eighteenth Century', in <EM>The Mighty Engine: The Printing Press and its Impact</EM>, eds. Isaac, Peter & McKay, Barry (Winchester, 2000), pp107-119.	NULL	NULL
SHAWDJ2	Shaw, David. J. 'French Emigres in the London Book Trade to 1850', in <EM>The London Book Trade</EM>, eds. Myers, Robin; Harris, Michael & Mandelbrote, Giles (London, 2003), pp127-143	NULL	NULL
SHEETS-PYENSON	Sheets-Pyenson, Susan, 'A Measure of Success: The Publication of Natural History Journals in Early Victorian Britain', in <EM>Publishing History IX</EM> 1981, pp21-36	NULL	NULL
SHEPHERD	Information from Hertfordshire from retired librarian	u	NULL
SHORTER	Shorter, Alfred H., <EM>Paper Mills and Paper Makers in England, 1495-1800 </EM>(Hilversum, 1967)	p	NULL
SHORTER71	NULL	NULL	NULL
SKETCHLEY	Sketchley, Samuel & T., <EM>Sheffield Directory, including the Villages in the Neighbourhood <EM>(Bristol, [1774])	p	NULL
SLATER 1847	Slater, Isaac, <EM>Slater's Directories of Important English Towns 1847 - Leeds</EM><BR>	NULL	NULL
SLATER47	Slater, Isaac, <EM>Directory of Derbyshire, Leicestershire, Lincolnshire &c</EM> (Manchester, 1841, 1842, 1847) [Leicester only?]	d	John Hinks
SLATER50	</EM><EM>Slater's Directory </EM>(Manchester, 1850).	NULL	NULL
SLATER51	<EM>Slater's Directory of Birmingham, Worcester and the Potteries</EM> (Manchester, 1851)	NULL	NULL
SLEDD	 Sledd, Hassell. B., 'The '1584' Publication of Henry Constable's 'Diana Augmented'', in <EM>Studies in Bibliography 23 </EM>(1970), pp146-148	NULL	NULL
SMITH	Smith, K.J., <em>Warwickshire Apprentices and their Masters 1710-1760 </em>(Dugdale Society Publications, Vol. 29, 1975)	NULL	NULL
SMITHJ	Smith, Jeffrey, 'Books & Culture in late Eighteenth Century and Early Nineteenth Century Newcastle', in <EM>The Moving Market: Continuality and Change in the Book Trade</EM>, eds. Isaac, Peter & McKay, Barry (Oak Knoll, 2001). pp1-12	NULL	NULL
SOMERS COCKS	Somers Cocks, J.V., <EM>Devon Topographical Prints 1660-1870, a catalogue and guide </EM>(Exeter, Devon County Library Service, 1977)	p	NULL
SOTHEBY	Sotheby auction sales 16 December 1996, lot 114 [billheads, transcribed by David Alexander]	p	David Alexander
SPARKE	Sparke, Archibald, <EM>Bibliographia Boltoniensis </EM>(Manchester, 1913)	p	NULL
SPEAIGHT	Speaight, George, [<EM>History of the toy theatre</EM>?]	NULL	NULL
SRSMAR	Dunkin, Edwin H.W., <EM>Calendar of Sussex Marriage Licences â€“ Archdeaconry of Lewes and Deanery of South Malling </EM>(Sussex Record Society, 1917 & 1919) and <EM>Archdeaconry of Chichester </EM>(Sussex Record Society, 1929)	p	NULL
SSM	Spencer Stanhope Muniments (Sheffield Archives) with no.	m	?Tanya Schmoller
ST/0	<a href='mailto:londonbooktrades@btinternet.com'>Michael Turner's </a>data on London Stationers' Company Apprentices before 1605, based on Arber's <EM>Transcript </EM>reconciled with Prof. J.A. Lavin's work	u	Michael Turner
ST/1	<a href='mailto:londonbooktrades@btinternet.com'>Michael Turner's </a> London Book Trades data 1605-1640, from McKenzie, D.F., <EM>Stationers' Company Apprentices 1605-40</EM> (Charlottesville, 1961)	p	Michael Turner
ST/2	<a href='mailto:londonbooktrades@btinternet.com'>Michael Turner's </a> London Book Trades data 1641-1700, from McKenzie, D.F., <EM>Stationers' Company Apprentices 1641-1700 </EM>(Oxford, 1974)	p	Michael Turner
ST/3	<a href='mailto:londonbooktrades@btinternet.com'>Michael Turner's </a> London Book Trades data 1701-1800, from McKenzie, D.F., <EM>Stationers' Company Apprentices 1701-1800 </EM>(Oxford, 1978)	p	Michael Turner
ST/4	<a href='mailto:londonbooktrades@btinternet.com'>Michael Turner's </a> London Book Trades data 1801-1830, based on his work on the Company archive	u	Michael Turner
ST/A	Additional <a href='mailto:londonbooktrades@btinternet.com'>Michael Turner </a> London Book Trades data, from McKenzie, D.F., <EM>Stationers' Company Apprentices</EM>(Oxford)	NULL	NULL
STA-CRO	Staffordshire County Record Office	r	NULL
STACY/EXCISE	STACY/EXCISE	NULL	NULL
STC	Pollard, A.W. and Redgrave, G.R., <EM>A Short-Title Catalogue of Books Printed in England, Scotland, & Ireland and of English Books Printed Abroad, 1475-1640</EM>, 2nd ed. revised and enlarged, 3 vols. (London 1986, 1976, 1991), esp. vol. 3	p	NULL
STEWART-BROWN	STEWART-BROWN	NULL	NULL
STIRK	Stirk, Jean, 'Role of women in papermaking: an introduction', <EM>British Association of Paper Historians Quarterly</EM>, 24 (Nov. 1997), pp.1-8	p	NULL
STOCKHAM	Stockham, Peter, <EM>Lichfield Booksellers</EM>, leaflet (Lichfield, ?1993)	p	NULL
STOKER	Stoker, David, 'The Norwich book trades before 1800', <EM>Transactions of the Cambridge Bibliographical Society</EM>, 8 (1981), pp.79-125 plus further records contributed by David Stoker	p	David Stoker
STOKER2	Stoker, David, 'The Eighteenth-Century Short Title Catalogue and provincial imprints', <EM>Journal of Printing Historical Society</EM>, 24 (1995), pp.9-35	p	NULL
STOKER3	Stoker, David 'The Ill-Gotten Library of 'Honest Tom Martin'' in <EM>Property of a Gentleman: The Formation, Organisation and Dispersal of the Private Library 1620-1920</EM>, eds. Myers, Robin & Harris, Michael (Winchester, 1991) pp91-111.	NULL	NULL
STOKER4	Stoker, David, 'Printing at the Red-Well: An Early Norwich press through the eyes of Contemporaries', in <EM>The Mighty Engine: The Printing Press and its Impact</EM>, eds. Isaac, Peter & McKay, Barry (Winchester, 2000), pp97-106	NULL	NULL
STOKER5	Stoker, David, 'The English Country Book Trades in 1784-5', in <EM>The Human Face of the Book Trade: Print Culture and its Creator</EM>, eds. Isaac, Peter & McKay, Barry (Winchester, 1999), pp13-27	NULL	NULL
STOKER6	Stoker, David, 'Freeman & Susannah Collins and the spread of English Provincial Printing', in <EM>Light on the Book Trade: Essays in Honour of Peter Isaac</EM>, eds. McKay, Barry; Hinks, John & Bell, Maureen (New Castle & London, 2004), pp27-36	NULL	NULL
STOKER7	Stoker, David, 'The Regulation of the Book Trade in Norwich 1500-1800', in <EM>Publishing History V </EM>(1979), pp127-141	NULL	NULL
STOKER8	Stoker, David, 'Prosperity and Success in the 18th Century English Provincial Book Trade: The Firm of William Chase & co', in <EM>Publishing History 30</EM> (1991), pp31-88	NULL	NULL
STOKERLYNN	Stoker, David, 'The Early Booksellers & Printers of King's Lynn'  in <EM>Studies in the Provincial Book Trade of England, Scotland and Wales Before 1900. Papers Presented to the British Book Trade Index Seventh Annual Seminar 1989</EM>, ed. Stoker, David (University College of Wales, 1990), pp76-105.	NULL	NULL
STOKERN	David Stoker's notes on Norfolk	u	David Stoker
STOKERP	Papermaking	u	David Stoker
STUART	Stuart, Denis (ed.), <EM>People of the Potteries</EM> (Keele, 1985)	p	Vivienne
SUF-CRO(B)	Suffolk Record Office, Bury St Edmunds	r	NULL
SUS-CRO	East Sussex County Record Office, Register of Printing Presses (ref QDS/1/EW1)	r	NULL
SUTHERLAND	Sutherland, John, 'Henry Colburn: Publisher', in <EM>Publishing History 19</EM> (1986), pp59-84	NULL	NULL
SWAIM	Swaim, Elizabeth. A., 'The Auction as a Means of Book Distribution in Eighteenth Century Yorkshire', in <EM>Publishing History I </EM> (1977), pp 49-91	NULL	NULL
TAYLOR	<a name="t">Taylor, Norman, 'Derbyshire printing and printers before 1800', <EM>Derbyshire Archaeological Journal</EM>, 70 (1950)	p	NULL
THOMAS	Thomas, Sidney, 'The Printing of 'Greenes Groatsworth of Witte and Kind-Harts Dreame'', in <EM>Studies in Bibliography 19</EM> (1966), pp196-7	NULL	NULL
THOMPSON1	Thomspon, James, <EM>The History of Leicester from the Time of the Romans to the end of the Seventeenth Century </EM>(1849)	p	John Hinks
THOMPSON2	Thompson, James, <EM>The History of Leicester in the Eighteenth Century </EM>(1871)	p	John Hinks
THOROGOODP	Thorogood, Peter, 'Thomas Hood: A Nineteenth Century Author and his Relations with the Booktrade to 1835', in <EM>Development of the English Book Trade 1700-1899</EM>, eds. Myers, Robin & Harris, Michael (Oxford, 1981)	NULL	NULL
TODD	Todd, William B., <EM>A Directory of printers and Others in Allied Trades: London and Vicinity, 1800-1840 </EM>(London, 1972)	p	NULL
TODDWALL	Todd, William B. and Wallis, Peter J., 'Provincial booksellers c1744: the <EM>Harleian Miscellany </EM>subscription list', <EM>The Library</EM>, 5th series, 29 (1974), pp.422-40	p	NULL
TOLSEY7	Harley, Basil & Holmes, R.T., <EM>Paper Making in Little Barrington </EM>(Tolsey Paper No.7, Tolsey Museum, Burford)	p	NULL
TOOLEY	Tooley, Ronald Vere, <EM>Tooley's Dictionary of Mapmakers </EM>(Tring, 1979)	p	NULL
TOPHAM	Topham, Jonathan R., 'Two centuries of Cambridge publishing and bookselling: a brief history of Deighton Bell & Co., 1778-1998', <EM>Trans. Cambridge Bibliographical Society</EM>, 11.3 (1998), 350-403	p	NULL
TREADWELL3	Treadwell, Michael, 'Swift's Relations with the London Book Trade to 1714', in <EM>Author/Publisher Relations during the Eighteenth and Nineteenth Centuries</EM>, eds. Myers, Robin & Harris, Michael (Oxford, 1983), pp1-36	NULL	NULL
TREADWELL4	Treadwell, Michael, 'London Printers and Printing Houses in 1705', in <EM>Publishing History VII</EM> (1980), pp5-44	NULL	NULL
TREADWELL5	Treadwell, Michael, 'Richard Lapthorne and the London Retail Book Trade, 1685-1697', in <EM>The Book Trade and its Customers 1450-1900: Historical Essays for Robin Myers</EM>, eds. Hunt, Arnold, Giles Mandelbrote & Alison Shell (Winchester, 1997), pp205-222	NULL	NULL
TREADWELLM	Treadwell, Michael, 'Lists of Master Printers: The Size of the London Printing Trade, 1637-1723', in <EM>Aspects of Printing</EM>, eds. Myers, Robin & Harris, Michael (Oxford, 1987), 141-170.	NULL	NULL
TREADWELLM2	Treadwell, Michael, 'On False and Misleading Imprints in the London Book Trade, 1660-1750', in <EM>Fakes & Frauds: Varieties of Deception in Print and Manuscripts</EM>, eds. Myers, Robin & Harris, Michael (Winchester, 1989), pp29-46	NULL	NULL
TS	Information from Tanya Schmoller for Yorkshire, based on <EM>Directories</EM> \n            as follows:<BR> &nbsp; BAILEY 1781<BR> &nbsp; BAINES 1822/3<BR> &nbsp; \n            BLACKWELL 1828<BR> &nbsp; BROWNELL 1817<BR> &nbsp; GALES & MARTIN \n            1787<BR> &nbsp; GELL 1825<BR> &nbsp; GELL & BENNETT 1821<BR> &nbsp; \n            GLOVER 1827-9<BR> &nbsp; PIGOT 1818, 1828/9, 1830, 1834, 1835, 1837, \n            1841<BR> &nbsp; John ROBINSON 1797<BR> &nbsp; ROBSON 1839<BR> &nbsp; \n            ROGERS 1841<BR> &nbsp; SKETCHLEY 1774<BR> &nbsp; WARDLE & BENTHAM \n            1814-15<BR> &nbsp; WHITE 1833, 1834, 1837/8, 1841, 1845 and 1849<BR>\n            FREEMANTLE<BR>\n            UBD<BR>\n            SFIP<BR>\n            LP<BR>\n            Cem<BR>\n            York Poll Books 1741, 1758, 1774, 1784<BR>	d	Tanya Schmoller
TSDER	Information frm Tanya Schmoller for Derbyshire, based on <EM>Directories</EM> \n            as follows:<BR> &nbsp; BAGSHAW 1846<BR> &nbsp; BAILEY 1781-4<BR> &nbsp; \n            BREEVER 1823/4<BR> &nbsp; GLOVER 1827/9, 1843, 1845, 1849, 1850<BR> \n            &nbsp; PIGOT 1820, 1821/2/3, 1828, 1831, 1835, 1842<BR> &nbsp; POST \n            OFFICE 1848<BR> &nbsp; WHITE 1833, 1841, 1845<BR>\n            Card index of printers in Derby Local History Library (marked CI)<BR>\n            TAYLOR<BR>\n            UBD	d	Tanya Schmoller
TSUSHIMAJ	Tsushima, Jean, 'Members of the Stationers' Company who served in the Artillery Company before the Civil War: Ralph Mabbe and his Network', in <EM>The Stationers' Company and the Book Trade 1550-1990</EM>, eds. Myers, Robin & Harris, Michael (Winchester, 1997), pp65-92.	NULL	NULL
TWYMAN	Twyman, Michael, <EM>A Directory of London Lithographic Printers, 1800-1850 </EM>(London, 1976)	p	NULL
TWYMAN2	Twyman, Michael, <EM>Lithography 1800-1850 </EM>(London, 1970)	p	NULL
TWYMAN3	Twyman, Michael, <EM>Printing 1770-1970 </EM>(London, 1970)	p	NULL
TWYMANM	Twyman, Michael, 'The Emergence of the Graphic Book in the Nineteenth Century', in <EM>A Millennium of Book Production, Design and Illustration in Manuscript and Print 900-1900</EM>, eds. Myers, Robin & Harris, Michael (Winchester, 1994). pp135-180.	NULL	NULL
TYACKE	Tyacke, Sarah, <EM>London Map-sellers 1660-1720 </EM>(Tring, 1978)	p	NULL
